,object_id,funding_round_code,raised_amount_usd,participants,a,angel,b,c,d,e,f,g,seed,time_since_founded
14013,c:60580,angel,520000,9,0,1,0,0,0,0,0,0,0,235
29438,c:269495,a,1325000,0,1,0,0,0,0,0,0,0,0,236
31643,c:283639,seed,100000,1,0,0,0,0,0,0,0,0,1,236
30689,c:277712,angel,1100000,0,0,1,0,0,0,0,0,0,0,236
8159,c:28105,angel,500000,2,0,1,0,0,0,0,0,0,0,236
18422,c:137400,angel,807069,0,0,1,0,0,0,0,0,0,0,236
25307,c:231352,seed,1100000,7,0,0,0,0,0,0,0,0,1,236
20742,c:14997,angel,294420,0,0,1,0,0,0,0,0,0,0,236
26011,c:172604,seed,100000,1,0,0,0,0,0,0,0,0,1,236
24125,c:214182,a,7700000,0,1,0,0,0,0,0,0,0,0,236
7628,c:29184,a,7499999,3,1,0,0,0,0,0,0,0,0,236
3884,c:5607,a,700000,3,1,0,0,0,0,0,0,0,0,236
28908,c:234904,seed,60000,0,0,0,0,0,0,0,0,0,1,237
29090,c:267558,seed,1840000,0,0,0,0,0,0,0,0,0,1,237
17734,c:149911,angel,250000,0,0,1,0,0,0,0,0,0,0,237
6330,c:30723,angel,750000,0,0,1,0,0,0,0,0,0,0,237
6145,c:29672,seed,50000,1,0,0,0,0,0,0,0,0,1,237
20700,c:173719,angel,872046,2,0,1,0,0,0,0,0,0,0,237
17297,c:146965,seed,400000,0,0,0,0,0,0,0,0,0,1,237
10098,c:43824,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,237
20793,c:174543,seed,866032.61638225255973,5,0,0,0,0,0,0,0,0,1,237
23461,c:198016,seed,300000,0,0,0,0,0,0,0,0,0,1,237
21658,c:170003,seed,650000,0,0,0,0,0,0,0,0,0,1,237
14361,c:74785,a,6000000,3,1,0,0,0,0,0,0,0,0,238
4716,c:22354,seed,995625,3,0,0,0,0,0,0,0,0,1,238
8900,c:44309,a,5460000,4,1,0,0,0,0,0,0,0,0,238
15899,c:99853,angel,500000,0,0,1,0,0,0,0,0,0,0,238
19378,c:162570,angel,250000,0,0,1,0,0,0,0,0,0,0,238
12596,c:58301,seed,325000,1,0,0,0,0,0,0,0,0,1,238
18597,c:157234,seed,50000,4,0,0,0,0,0,0,0,0,1,238
10654,c:50336,seed,100000,1,0,0,0,0,0,0,0,0,1,238
6764,c:2612,a,2000000,3,1,0,0,0,0,0,0,0,0,238
1285,c:1849,a,6000000,3,1,0,0,0,0,0,0,0,0,239
9916,c:46893,a,900000,1,1,0,0,0,0,0,0,0,0,239
26724,c:242477,seed,66720,0,0,0,0,0,0,0,0,0,1,239
693,c:437,a,4000000,6,1,0,0,0,0,0,0,0,0,239
17452,c:81539,angel,1000000,8,0,1,0,0,0,0,0,0,0,239
9556,c:32412,a,60000000,5,1,0,0,0,0,0,0,0,0,239
18505,c:142765,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,239
27876,c:222816,seed,128660,2,0,0,0,0,0,0,0,0,1,239
11966,c:57200,angel,1900000,3,0,1,0,0,0,0,0,0,0,239
30556,c:276770,seed,10000,1,0,0,0,0,0,0,0,0,1,239
29750,c:67924,a,4500000,2,1,0,0,0,0,0,0,0,0,240
9042,c:31158,a,1500000,2,1,0,0,0,0,0,0,0,0,240
27923,c:258282,seed,1500000,4,0,0,0,0,0,0,0,0,1,240
20858,c:83191,angel,120000,2,0,1,0,0,0,0,0,0,0,240
9233,c:5482,b,1950000,2,0,0,1,0,0,0,0,0,0,240
18126,c:153082,seed,150000,0,0,0,0,0,0,0,0,0,1,240
29241,c:241840,angel,2400000,6,0,1,0,0,0,0,0,0,0,241
29382,c:269193,a,25480000,0,1,0,0,0,0,0,0,0,0,241
8161,c:41833,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,241
2007,c:5307,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,241
29398,c:269234,angel,810000,0,0,1,0,0,0,0,0,0,0,241
21605,c:40663,seed,750000,0,0,0,0,0,0,0,0,0,1,241
24958,c:175415,seed,200000,1,0,0,0,0,0,0,0,0,1,241
18012,c:41567,a,2000000,3,1,0,0,0,0,0,0,0,0,241
15847,c:67575,a,200000,2,1,0,0,0,0,0,0,0,0,241
16277,c:64791,a,41000000,2,1,0,0,0,0,0,0,0,0,241
29516,c:236905,a,400000,0,1,0,0,0,0,0,0,0,0,241
15913,c:101052,angel,167500,7,0,1,0,0,0,0,0,0,0,241
20195,c:169812,seed,600000,0,0,0,0,0,0,0,0,0,1,241
27475,c:256063,seed,12500,0,0,0,0,0,0,0,0,0,1,242
16448,c:69854,a,2000000,3,1,0,0,0,0,0,0,0,0,242
602,c:907,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,242
28302,c:173232,seed,200000,0,0,0,0,0,0,0,0,0,1,242
127,c:77,a,10000000,2,1,0,0,0,0,0,0,0,0,242
13666,c:69001,angel,832099.38937198067634,3,0,1,0,0,0,0,0,0,0,242
20201,c:162700,seed,1100000,7,0,0,0,0,0,0,0,0,1,242
2402,c:7079,b,5000000,0,0,0,1,0,0,0,0,0,0,242
1433,c:2475,angel,500000,0,0,1,0,0,0,0,0,0,0,242
11607,c:55522,angel,120000,0,0,1,0,0,0,0,0,0,0,242
6604,c:173,seed,5000000,1,0,0,0,0,0,0,0,0,1,242
3110,c:12099,a,25000000,3,1,0,0,0,0,0,0,0,0,242
30403,c:255707,seed,6000000,9,0,0,0,0,0,0,0,0,1,242
23873,c:210457,seed,1000000,7,0,0,0,0,0,0,0,0,1,242
29331,c:160715,seed,150000,0,0,0,0,0,0,0,0,0,1,242
10989,c:5587,a,3000000,2,1,0,0,0,0,0,0,0,0,242
27041,c:245504,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,242
16858,c:143298,seed,15000,0,0,0,0,0,0,0,0,0,1,242
11610,c:55476,seed,700000,9,0,0,0,0,0,0,0,0,1,242
30687,c:277707,seed,850000,0,0,0,0,0,0,0,0,0,1,242
8866,c:24770,a,1500000,1,1,0,0,0,0,0,0,0,0,242
31602,c:155365,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,242
15864,c:68917,seed,866032.61638225255973,7,0,0,0,0,0,0,0,0,1,242
1861,c:4445,angel,2000000,0,0,1,0,0,0,0,0,0,0,242
19964,c:44149,angel,2500000,0,0,1,0,0,0,0,0,0,0,242
15599,c:16012,angel,832099.38937198067634,6,0,1,0,0,0,0,0,0,0,242
6355,c:23775,a,1200000,11,1,0,0,0,0,0,0,0,0,243
20298,c:170566,seed,242358,1,0,0,0,0,0,0,0,0,1,243
4618,c:21634,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,243
20231,c:169998,seed,840000,2,0,0,0,0,0,0,0,0,1,243
7230,c:36393,seed,750000,1,0,0,0,0,0,0,0,0,1,243
642,c:962,a,10000000,3,1,0,0,0,0,0,0,0,0,243
1671,c:3347,seed,3000000,3,0,0,0,0,0,0,0,0,1,243
30589,c:236527,angel,300000,0,0,1,0,0,0,0,0,0,0,243
5425,c:25381,seed,388500,0,0,0,0,0,0,0,0,0,1,243
4015,c:17768,a,1000000,1,1,0,0,0,0,0,0,0,0,243
293,c:312,seed,15000,1,0,0,0,0,0,0,0,0,1,243
14484,c:18005,angel,624171,5,0,1,0,0,0,0,0,0,0,243
1055,c:1584,b,4000000,1,0,0,1,0,0,0,0,0,0,243
666,c:990,a,5000000,3,1,0,0,0,0,0,0,0,0,243
29344,c:206823,seed,1600000,6,0,0,0,0,0,0,0,0,1,243
12914,c:15026,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
3431,c:14337,seed,750000,1,0,0,0,0,0,0,0,0,1,243
615,c:934,a,3000000,1,1,0,0,0,0,0,0,0,0,243
7307,c:36774,angel,13000,0,0,1,0,0,0,0,0,0,0,243
5738,c:27057,seed,866032.61638225255973,2,0,0,0,0,0,0,0,0,1,243
29094,c:239302,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
625,c:741,seed,500000,1,0,0,0,0,0,0,0,0,1,243
20,c:30,a,12500000,5,1,0,0,0,0,0,0,0,0,243
16700,c:3400,seed,40000,1,0,0,0,0,0,0,0,0,1,243
21433,c:173082,a,1000000,1,1,0,0,0,0,0,0,0,0,243
986,c:1498,a,4200000,2,1,0,0,0,0,0,0,0,0,243
19752,c:166170,seed,50000,0,0,0,0,0,0,0,0,0,1,243
31226,c:281180,seed,90000,1,0,0,0,0,0,0,0,0,1,243
30028,c:273435,seed,400000,1,0,0,0,0,0,0,0,0,1,243
3042,c:11542,seed,500000,0,0,0,0,0,0,0,0,0,1,243
26226,c:173372,seed,866032.61638225255973,2,0,0,0,0,0,0,0,0,1,243
20010,c:155344,seed,1000000,5,0,0,0,0,0,0,0,0,1,243
19482,c:163870,seed,118000,1,0,0,0,0,0,0,0,0,1,243
26781,c:237824,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
24746,c:223285,seed,45000,2,0,0,0,0,0,0,0,0,1,243
29293,c:268806,seed,100000,0,0,0,0,0,0,0,0,0,1,243
31003,c:243145,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
12291,c:58889,seed,20000,1,0,0,0,0,0,0,0,0,1,243
2688,c:1464,seed,100000,1,0,0,0,0,0,0,0,0,1,243
31217,c:281072,angel,60000,1,0,1,0,0,0,0,0,0,0,243
16274,c:134280,angel,350000,0,0,1,0,0,0,0,0,0,0,243
28821,c:266417,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,243
16882,c:143513,seed,25000,1,0,0,0,0,0,0,0,0,1,243
20990,c:168362,angel,30000,1,0,1,0,0,0,0,0,0,0,243
27956,c:258742,seed,1800000,1,0,0,0,0,0,0,0,0,1,243
19342,c:146315,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
18991,c:160099,seed,1000000,7,0,0,0,0,0,0,0,0,1,243
19255,c:162219,seed,20000,1,0,0,0,0,0,0,0,0,1,243
22198,c:166867,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
25786,c:235734,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,243
22892,c:151882,seed,150000,1,0,0,0,0,0,0,0,0,1,243
31093,c:280601,seed,800000,3,0,0,0,0,0,0,0,0,1,243
26960,c:243716,seed,167000,2,0,0,0,0,0,0,0,0,1,243
29368,c:255897,seed,50000,0,0,0,0,0,0,0,0,0,1,243
9906,c:1205,a,1000000,2,1,0,0,0,0,0,0,0,0,243
12748,c:29618,a,8200000,5,1,0,0,0,0,0,0,0,0,243
12725,c:9694,angel,250000,0,0,1,0,0,0,0,0,0,0,243
22597,c:190231,seed,195105,2,0,0,0,0,0,0,0,0,1,243
1023,c:1551,b,6000000,3,0,0,1,0,0,0,0,0,0,243
11627,c:30041,a,15500000,2,1,0,0,0,0,0,0,0,0,243
26950,c:222781,seed,712500,14,0,0,0,0,0,0,0,0,1,243
26478,c:240517,seed,800000,0,0,0,0,0,0,0,0,0,1,243
12708,c:60743,seed,240000,1,0,0,0,0,0,0,0,0,1,243
12710,c:60743,seed,220000,0,0,0,0,0,0,0,0,0,1,243
22810,c:191880,angel,650000,0,0,1,0,0,0,0,0,0,0,243
24949,c:50895,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
22238,c:160674,a,1245000,1,1,0,0,0,0,0,0,0,0,243
29376,c:269183,seed,465039,0,0,0,0,0,0,0,0,0,1,243
15227,c:77380,seed,75000,2,0,0,0,0,0,0,0,0,1,243
23450,c:197618,a,1200000,0,1,0,0,0,0,0,0,0,0,243
10769,c:15294,c,10000000,4,0,0,0,1,0,0,0,0,0,243
30993,c:236008,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
28454,c:258380,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
2747,c:9526,angel,2000000,0,0,1,0,0,0,0,0,0,0,243
30992,c:236008,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,243
894,c:1367,a,6000000,2,1,0,0,0,0,0,0,0,0,243
9933,c:46969,seed,834000,3,0,0,0,0,0,0,0,0,1,243
1690,c:3515,seed,375000,2,0,0,0,0,0,0,0,0,1,243
31270,c:262732,seed,38000,1,0,0,0,0,0,0,0,0,1,243
6707,c:23010,angel,355000,8,0,1,0,0,0,0,0,0,0,243
3320,c:13686,a,9000000,0,1,0,0,0,0,0,0,0,0,244
3028,c:11498,seed,50000,3,0,0,0,0,0,0,0,0,1,244
16751,c:142227,seed,155000,0,0,0,0,0,0,0,0,0,1,244
4456,c:20533,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,244
10101,c:35667,seed,500000,0,0,0,0,0,0,0,0,0,1,244
29605,c:270617,angel,80093,0,0,1,0,0,0,0,0,0,0,244
3131,c:1731,seed,866032.61638225255973,4,0,0,0,0,0,0,0,0,1,244
30357,c:117217,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,244
22333,c:187801,seed,20000,1,0,0,0,0,0,0,0,0,1,244
31505,c:282563,seed,500000,0,0,0,0,0,0,0,0,0,1,244
11320,c:41334,seed,115000,4,0,0,0,0,0,0,0,0,1,244
21506,c:180952,seed,19968,0,0,0,0,0,0,0,0,0,1,244
19091,c:160903,seed,100000,1,0,0,0,0,0,0,0,0,1,244
20758,c:145473,seed,150000,1,0,0,0,0,0,0,0,0,1,244
4007,c:17756,angel,250000,0,0,1,0,0,0,0,0,0,0,244
25616,c:234444,angel,750000,0,0,1,0,0,0,0,0,0,0,244
24658,c:221973,seed,125000,1,0,0,0,0,0,0,0,0,1,244
29941,c:265442,seed,75000,0,0,0,0,0,0,0,0,0,1,244
22354,c:187885,angel,519440,0,0,1,0,0,0,0,0,0,0,244
2590,c:8519,seed,20000,1,0,0,0,0,0,0,0,0,1,244
9150,c:39801,a,3600000,2,1,0,0,0,0,0,0,0,0,244
31612,c:281894,angel,70000,1,0,1,0,0,0,0,0,0,0,244
2493,c:7748,seed,1300000,8,0,0,0,0,0,0,0,0,1,244
28176,c:258706,seed,118000,1,0,0,0,0,0,0,0,0,1,244
6927,c:34443,seed,50000,1,0,0,0,0,0,0,0,0,1,244
20333,c:164121,a,4000000,1,1,0,0,0,0,0,0,0,0,244
7016,c:35148,seed,2600000,1,0,0,0,0,0,0,0,0,1,244
28399,c:263472,seed,50000,1,0,0,0,0,0,0,0,0,1,244
18742,c:20089,a,1000000,2,1,0,0,0,0,0,0,0,0,244
7166,c:36000,seed,200000,1,0,0,0,0,0,0,0,0,1,244
20205,c:168322,seed,25000,1,0,0,0,0,0,0,0,0,1,244
22237,c:187134,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,244
10293,c:3623,a,4500000,4,1,0,0,0,0,0,0,0,0,244
19621,c:165115,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,244
21872,c:184162,angel,800000,0,0,1,0,0,0,0,0,0,0,244
20870,c:173976,angel,736677,1,0,1,0,0,0,0,0,0,0,244
10258,c:30500,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,244
30474,c:166845,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,244
30727,c:186381,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,244
20219,c:143796,seed,200000,0,0,0,0,0,0,0,0,0,1,244
25063,c:228240,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,244
4449,c:8769,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,244
19305,c:162623,seed,866032.61638225255973,3,0,0,0,0,0,0,0,0,1,244
17578,c:148760,seed,750000,0,0,0,0,0,0,0,0,0,1,244
23934,c:211104,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,244
22115,c:160192,seed,150000,1,0,0,0,0,0,0,0,0,1,244
4802,c:19711,seed,270000,5,0,0,0,0,0,0,0,0,1,244
14887,c:78813,a,5700000,4,1,0,0,0,0,0,0,0,0,244
30270,c:159619,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,244
163,c:180,a,6600000,2,1,0,0,0,0,0,0,0,0,244
63,c:89,a,7000000,2,1,0,0,0,0,0,0,0,0,244
5668,c:26685,a,6852075.901187812016,0,1,0,0,0,0,0,0,0,0,244
24586,c:221149,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,244
18704,c:81688,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,244
10539,c:49608,angel,1000000,0,0,1,0,0,0,0,0,0,0,244
4190,c:4948,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,245
19699,c:77626,seed,18000,1,0,0,0,0,0,0,0,0,1,245
17736,c:117101,seed,500000,5,0,0,0,0,0,0,0,0,1,245
4476,c:20652,seed,400000,0,0,0,0,0,0,0,0,0,1,245
1697,c:3570,seed,350000,0,0,0,0,0,0,0,0,0,1,245
1507,c:2244,angel,200000,1,0,1,0,0,0,0,0,0,0,245
17663,c:70121,seed,866032.61638225255973,3,0,0,0,0,0,0,0,0,1,245
1216,c:1751,angel,1500000,2,0,1,0,0,0,0,0,0,0,245
14239,c:68168,seed,18000,1,0,0,0,0,0,0,0,0,1,245
6696,c:32866,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,245
13382,c:66596,angel,250000,0,0,1,0,0,0,0,0,0,0,245
1636,c:109,angel,832099.38937198067634,6,0,1,0,0,0,0,0,0,0,245
28128,c:236664,angel,2500000,0,0,1,0,0,0,0,0,0,0,245
1217,c:66,angel,1500000,0,0,1,0,0,0,0,0,0,0,245
25048,c:227979,seed,400000,0,0,0,0,0,0,0,0,0,1,245
15412,c:83176,seed,100000,1,0,0,0,0,0,0,0,0,1,245
607,c:918,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,245
201,c:237,a,4000000,2,1,0,0,0,0,0,0,0,0,245
20350,c:170992,seed,2500000,1,0,0,0,0,0,0,0,0,1,245
761,c:1199,a,3000000,2,1,0,0,0,0,0,0,0,0,245
2944,c:10821,seed,1200000,1,0,0,0,0,0,0,0,0,1,245
17485,c:147954,angel,600000,4,0,1,0,0,0,0,0,0,0,245
16829,c:143022,seed,95611,0,0,0,0,0,0,0,0,0,1,245
917,c:447,a,5000000,1,1,0,0,0,0,0,0,0,0,245
23909,c:210891,angel,450000,6,0,1,0,0,0,0,0,0,0,245
24619,c:221554,seed,500000,0,0,0,0,0,0,0,0,0,1,245
22915,c:152585,seed,325000,1,0,0,0,0,0,0,0,0,1,245
20695,c:81010,a,3000000,1,1,0,0,0,0,0,0,0,0,245
45,c:65,seed,3000000,1,0,0,0,0,0,0,0,0,1,245
14741,c:77826,seed,417780,0,0,0,0,0,0,0,0,0,1,245
24069,c:140522,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,245
16984,c:144449,seed,72000,2,0,0,0,0,0,0,0,0,1,245
27630,c:243190,a,5000000,1,1,0,0,0,0,0,0,0,0,245
10289,c:48533,seed,300000,1,0,0,0,0,0,0,0,0,1,245
22932,c:192544,seed,1750000,0,0,0,0,0,0,0,0,0,1,245
28915,c:151231,seed,350000,0,0,0,0,0,0,0,0,0,1,245
17069,c:145042,seed,866032.61638225255973,6,0,0,0,0,0,0,0,0,1,245
24346,c:217864,angel,650000,16,0,1,0,0,0,0,0,0,0,245
22891,c:179095,a,2700000,7,1,0,0,0,0,0,0,0,0,245
23426,c:168340,seed,200000,0,0,0,0,0,0,0,0,0,1,245
12387,c:50755,seed,340000,7,0,0,0,0,0,0,0,0,1,245
11910,c:57312,seed,2108749,0,0,0,0,0,0,0,0,0,1,245
13096,c:51932,a,6852075.901187812016,10,1,0,0,0,0,0,0,0,0,245
29360,c:176224,seed,2000000,0,0,0,0,0,0,0,0,0,1,245
24039,c:212686,seed,1300000,2,0,0,0,0,0,0,0,0,1,245
591,c:886,angel,80000,1,0,1,0,0,0,0,0,0,0,245
1082,c:1623,a,580000,3,1,0,0,0,0,0,0,0,0,245
14998,c:79674,seed,1000000,0,0,0,0,0,0,0,0,0,1,245
6162,c:29804,seed,20000,1,0,0,0,0,0,0,0,0,1,246
28191,c:243846,seed,2000000,1,0,0,0,0,0,0,0,0,1,246
31353,c:242851,seed,18852,1,0,0,0,0,0,0,0,0,1,246
16453,c:69604,a,14150000,6,1,0,0,0,0,0,0,0,0,246
31352,c:281871,seed,18852,1,0,0,0,0,0,0,0,0,1,246
21009,c:176463,seed,1100000,5,0,0,0,0,0,0,0,0,1,246
28179,c:244256,seed,1700000,3,0,0,0,0,0,0,0,0,1,246
15128,c:64385,a,5000000,5,1,0,0,0,0,0,0,0,0,246
31786,c:150952,seed,30000,1,0,0,0,0,0,0,0,0,1,246
9854,c:46650,a,480000,0,1,0,0,0,0,0,0,0,0,246
31354,c:217278,seed,18852,1,0,0,0,0,0,0,0,0,1,246
31385,c:103204,seed,21189,1,0,0,0,0,0,0,0,0,1,247
21593,c:168891,a,2500000,11,1,0,0,0,0,0,0,0,0,247
14422,c:52824,angel,832099.38937198067634,6,0,1,0,0,0,0,0,0,0,247
3245,c:3208,b,3500000,3,0,0,1,0,0,0,0,0,0,247
13683,c:59907,seed,2000000,0,0,0,0,0,0,0,0,0,1,247
31095,c:110226,seed,866032.61638225255973,4,0,0,0,0,0,0,0,0,1,247
22584,c:190149,seed,225000,1,0,0,0,0,0,0,0,0,1,247
16558,c:71216,seed,1800000,8,0,0,0,0,0,0,0,0,1,247
31378,c:71046,seed,21189,1,0,0,0,0,0,0,0,0,1,247
31380,c:71076,seed,21189,1,0,0,0,0,0,0,0,0,1,247
21411,c:179530,seed,3000000,22,0,0,0,0,0,0,0,0,1,247
21538,c:181227,seed,10000,1,0,0,0,0,0,0,0,0,1,247
31381,c:281912,seed,21189,1,0,0,0,0,0,0,0,0,1,247
17109,c:72759,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,247
821,c:1283,a,4300000,4,1,0,0,0,0,0,0,0,0,247
23238,c:173118,seed,100000,0,0,0,0,0,0,0,0,0,1,247
18273,c:174731,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,248
28188,c:261486,seed,3300000,0,0,0,0,0,0,0,0,0,1,248
20265,c:170386,a,6000000,3,1,0,0,0,0,0,0,0,0,248
13226,c:55122,b,10600000,7,0,0,1,0,0,0,0,0,0,248
26516,c:191441,seed,600000,0,0,0,0,0,0,0,0,0,1,248
22786,c:191681,seed,1200000,6,0,0,0,0,0,0,0,0,1,248
23706,c:70928,seed,775000,2,0,0,0,0,0,0,0,0,1,248
31830,c:284854,seed,25000,1,0,0,0,0,0,0,0,0,1,248
19180,c:110943,seed,18000,1,0,0,0,0,0,0,0,0,1,248
2923,c:10581,a,4000000,3,1,0,0,0,0,0,0,0,0,248
20295,c:170537,a,8100000,1,1,0,0,0,0,0,0,0,0,248
9591,c:40324,a,39000000,5,1,0,0,0,0,0,0,0,0,248
4136,c:18316,a,8500000,2,1,0,0,0,0,0,0,0,0,248
19037,c:49638,a,2300000,2,1,0,0,0,0,0,0,0,0,248
5820,c:27545,a,14000000,5,1,0,0,0,0,0,0,0,0,248
27030,c:238394,a,9500000,2,1,0,0,0,0,0,0,0,0,248
31394,c:69736,seed,19311,1,0,0,0,0,0,0,0,0,1,248
29197,c:268323,a,3000000,0,1,0,0,0,0,0,0,0,0,248
15926,c:90087,seed,600000,10,0,0,0,0,0,0,0,0,1,249
26595,c:241324,seed,1000000,0,0,0,0,0,0,0,0,0,1,249
15927,c:73314,a,4250000,2,1,0,0,0,0,0,0,0,0,249
14665,c:77283,seed,50000,0,0,0,0,0,0,0,0,0,1,249
25825,c:234498,angel,800000,0,0,1,0,0,0,0,0,0,0,250
28421,c:156733,seed,50000,1,0,0,0,0,0,0,0,0,1,250
17259,c:85503,seed,40000,0,0,0,0,0,0,0,0,0,1,250
5363,c:16500,b,11894260.33982300885,1,0,0,1,0,0,0,0,0,0,250
15957,c:81434,seed,2700000,4,0,0,0,0,0,0,0,0,1,250
15943,c:99669,seed,750000,6,0,0,0,0,0,0,0,0,1,250
4390,c:20219,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,250
29200,c:234246,seed,45000,0,0,0,0,0,0,0,0,0,1,250
15051,c:80218,seed,866032.61638225255973,9,0,0,0,0,0,0,0,0,1,250
28316,c:262861,seed,150000,2,0,0,0,0,0,0,0,0,1,251
13544,c:56420,seed,63575,0,0,0,0,0,0,0,0,0,1,251
13565,c:67992,a,7400000,3,1,0,0,0,0,0,0,0,0,251
7815,c:24203,a,6242000,0,1,0,0,0,0,0,0,0,0,251
31862,c:272083,a,1000000,0,1,0,0,0,0,0,0,0,0,251
2394,c:6671,a,7000000,0,1,0,0,0,0,0,0,0,0,251
18970,c:115013,seed,1100000,3,0,0,0,0,0,0,0,0,1,251
14661,c:60326,a,3700000,1,1,0,0,0,0,0,0,0,0,251
2951,c:5951,c,65000000,3,0,0,0,1,0,0,0,0,0,252
18909,c:85204,angel,1750000,0,0,1,0,0,0,0,0,0,0,252
29763,c:246117,seed,200000,0,0,0,0,0,0,0,0,0,1,252
2549,c:8104,seed,659736,1,0,0,0,0,0,0,0,0,1,252
2553,c:8112,seed,866032.61638225255973,5,0,0,0,0,0,0,0,0,1,252
20749,c:162692,a,10000000,4,1,0,0,0,0,0,0,0,0,252
10018,c:45885,a,4600000,7,1,0,0,0,0,0,0,0,0,252
12675,c:60597,a,956411,0,1,0,0,0,0,0,0,0,0,252
14841,c:78489,seed,1300000,5,0,0,0,0,0,0,0,0,1,252
18675,c:154635,seed,1700000,0,0,0,0,0,0,0,0,0,1,252
28079,c:204823,a,3800000,0,1,0,0,0,0,0,0,0,0,252
20752,c:171767,seed,1000000,0,0,0,0,0,0,0,0,0,1,252
1905,c:4794,b,19000000,4,0,0,1,0,0,0,0,0,0,253
23905,c:210878,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,253
30351,c:150894,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,253
28343,c:256257,seed,1600000,6,0,0,0,0,0,0,0,0,1,253
10725,c:50593,angel,2300000,3,0,1,0,0,0,0,0,0,0,253
16628,c:141461,a,2000000,1,1,0,0,0,0,0,0,0,0,253
23272,c:81645,seed,65000,1,0,0,0,0,0,0,0,0,1,253
21262,c:175188,seed,866032.61638225255973,2,0,0,0,0,0,0,0,0,1,253
29847,c:36069,a,2500000,2,1,0,0,0,0,0,0,0,0,253
29011,c:236757,seed,350000,0,0,0,0,0,0,0,0,0,1,253
1399,c:2275,b,4500000,2,0,0,1,0,0,0,0,0,0,253
13794,c:53707,angel,1700000,12,0,1,0,0,0,0,0,0,0,253
6446,c:31500,seed,18000,1,0,0,0,0,0,0,0,0,1,253
6445,c:31499,seed,18000,1,0,0,0,0,0,0,0,0,1,253
30735,c:171693,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,253
8917,c:21395,a,5000000,2,1,0,0,0,0,0,0,0,0,253
27158,c:246276,seed,37572,0,0,0,0,0,0,0,0,0,1,253
25973,c:169642,seed,20000,1,0,0,0,0,0,0,0,0,1,253
25287,c:231253,seed,250000,3,0,0,0,0,0,0,0,0,1,253
8696,c:41824,angel,1175000,1,0,1,0,0,0,0,0,0,0,254
16345,c:83134,seed,165000,2,0,0,0,0,0,0,0,0,1,254
28493,c:263937,seed,750000,4,0,0,0,0,0,0,0,0,1,254
22015,c:85128,seed,120000,1,0,0,0,0,0,0,0,0,1,254
26588,c:241249,seed,371248,0,0,0,0,0,0,0,0,0,1,254
20416,c:171332,angel,1000,0,0,1,0,0,0,0,0,0,0,254
16108,c:72044,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,254
15487,c:83692,seed,1000000,10,0,0,0,0,0,0,0,0,1,254
2940,c:10781,angel,1000000,0,0,1,0,0,0,0,0,0,0,254
